ROG (A),CV (J/K),TAUS (fs)
46.30926711,29.65707389,5192700.497
45.17901393,29.13635943,4877166.915
48.36523566,18.68271751,5395120.149
47.37786171,18.63534942,4298208.229
39.11131959,68.56128004,2906160.069
32.4639976,43.4324747,370358.419
46.04770526,39.28615849,5391903.046
42.81966628,49.27998767,3584569.165
46.89758981,42.03811959,4275894.603
54.29975746,12.20683567,6330251.671
50.82636225,28.96003163,6665561.005
45.30969411,38.04235377,4493823.314
44.04235019,32.60922179,3490569.881
43.77445191,42.23978017,3269442.022
42.9591052,44.15666973,3867175.934
45.88450414,33.94152172,4140556.728
44.90646468,43.08973689,5139621.586
48.93628,24.69488923,5439330.637
40.45516271,63.67943116,3236867.501
40.94715228,56.21871857,3467425.238
48.24240096,24.92343161,4405306.391
38.96045521,56.03430354,2769636.117
40.88424892,59.97141639,2021976.574
60.11662233,10.72786269,8713280.211
40.6019039,56.36850353,3351912.44
44.60886504,37.87823242,3273300.648
54.09702755,31.41292922,6547661.669
44.71182159,43.29862897,4943878.88
41.46960019,46.7152344,3028126.566
41.2570154,62.41986663,2728963.492
43.05053101,51.22663956,3112838.075
47.17027804,38.99110679,3949579.497
37.28725251,86.16919712,2517461.088
44.47079952,47.26192474,3993631.27
40.48748473,24.54313254,2668998.145
46.51486504,36.41980509,7183565.543
41.16853434,76.3962148,3008551.293
41.31588363,59.45314362,3166161.557
42.90947122,62.14247798,4133631.491
45.57832182,48.91639856,4576733.851
51.27353333,36.12188476,6065656.308
43.61473593,54.79099054,4231570.551
42.39049717,50.62934334,3664819.066
48.89715871,43.09585337,5444017.97
46.20716135,33.86953547,5553503.714
47.39758939,37.40086744,4074000.449
40.56161276,67.88120912,3681255.017
39.18478901,73.04718143,3140965.889
35.94796517,69.65314511,2033857.998
51.42721614,25.96556024,6441564.019
46.20408824,45.38272265,5709560.568
38.67510905,55.61600337,3336578.903
47.35330939,44.24057124,5080662.531
52.69871849,33.55821061,6768132.075
45.48907968,56.77402557,4777412.205
46.52502294,51.09908605,4470408.316
49.85907921,34.74104242,5028508.028
51.78585849,32.2494984,7254465.902
44.72444835,55.0836836,5443798.092
48.13452316,43.82482372,5420228.196
51.35458684,31.30265527,7523599.302
45.00288469,57.86429115,4538881.99
39.9113678,68.759145,3906402.293
51.17080261,41.05472192,5590030.387
44.12998017,51.20353081,4286569.973
47.78900794,52.12771072,5827348.451
44.59948688,51.26348883,4314075.21
46.6513152,48.87073334,6892366.281
53.49534307,22.33397309,8224846.415
51.22443909,33.18586304,6783055.936
45.47011359,66.15017542,4115051.734
43.61452201,63.15774778,4200084.797
51.87411782,38.23400712,7763653.526
42.87528647,57.94630426,4114555.992
56.50860802,31.56294098,10879853.21
46.9782588,53.23340937,6702530.028
45.44381003,59.25908228,5600040.848
82.11996,8.89105739,24910849.86
44.24491654,65.45276399,3939054.74
47.35782681,54.97442899,6329076.365
60.68159713,19.8675948,12868962.34
48.23863483,45.08128743,5518715.881
52.04505058,48.36928146,7310896.843
46.0193506,64.38843857,5822878.105
48.18394214,45.94002013,6268988.672
43.67938026,61.94988779,4533234.959
70.74948042,13.08096855,29868419.9
47.28781154,64.67124309,5766934.699
50.74361211,58.75876323,8108497.979
64.01112419,27.94904822,12314223.43
50.52524379,44.72090321,6125101.05
47.8548752,62.93417746,6215490.406
55.79925241,29.94769155,9955237.236
48.22645508,52.05983622,5015410.376
52.37327515,39.10700509,6850867.198
53.55761178,70.6216066,9968542.232
51.42714274,41.95129452,7460749.506
56.2548805,49.21165736,8543122.537
52.51319863,52.93605744,7695818.332
59.7024409,28.52274462,11500084.68
38.44650712,122.3069163,2126256.562
67.65993504,31.37925627,17418111.53
50.03273598,59.03817199,7113892.587
53.09832436,45.27616609,16484929.07
51.55709534,61.51140678,6938937.238
50.48918478,73.85435655,7752280.293
50.24179406,60.26554943,7883326.837
42.37386565,84.89059804,4827820.763
51.34377285,72.61438993,6981316.69
50.28177294,75.81130779,10221226.92
51.97894603,59.03596395,8804523.065
67.67314416,32.18642277,13588218.77
50.89412216,85.21926288,8038819.292
62.48569012,52.17369225,13197782.86
51.96955224,76.25899246,8668804.231
55.2755625,72.3212876,14088124.14
53.37418899,94.87920737,10057070.64
62.23212048,53.4811686,12293334.57
57.4688158,76.73111333,8090824.708
54.51286472,49.17924587,15218574.33
65.34411641,55.88777555,19731442.21
66.45136146,28.93086577,18367824.49
53.16373379,98.7934906,7910405.698
61.21105627,36.83097297,12163238.36
58.82823455,60.20526435,11670133
54.31404165,82.49154631,10404704.6
44.33249384,162.6726032,4209470.44
54.03329066,77.48866834,8639103.732
58.1382203,60.83304201,14009227.79
60.60676348,48.1350496,12120546.96
53.73070677,98.44587799,9316352.279
73.49172695,37.41929757,23006341.93
53.66364719,97.53386362,9269192.188
83.75353509,17.73487255,42009522.4
69.70430259,41.917164,18103012.48
57.40279305,139.8773005,7061382.858
55.5603885,135.1721246,8548403.96
55.14260857,151.8107871,13480199.4
56.07635117,118.0750765,14143771.94
65.08408116,69.20210692,26238081
46.42528675,179.8704555,15397913.41
52.62248873,172.3481226,12700312.5
59.87156804,81.97294888,13091626.77
56.68078166,148.4823856,15125022.18
77.43580567,42.22881498,31721981.44
53.26819107,133.216113,9657889.088
61.05088017,106.3909663,15273496.06
62.76987868,81.35821307,24167836.59
92.63654468,32.62115074,85349005.82
67.71788265,149.5322152,23541543.13
